Name,Address,State,City,Phone,Email,PPN
Shree Venkateshwara Hospital,946  A- B Ward  Tembe Road  Opp  Savitribai Phule Hospital  Kolhapur- 416002,Maharashtra,Kolhapur,0231 - 2640582 / 2640882,maneshailendra@yahoo.co.in,No
Shreedevi Hospital,Akash Arcade  Valipeer Rd  Kalyan,Maharashtra,Mumbai,0251 - 2318825 / 26 / 2316428 / 2313409,shridevihospital@yahoo.com,Yes
Shreeji Hospital,Sangam Char Rasta  Harni Road  Behind Sangam Bus Stand,Gujarat,Vadodara,0265 - 9998981533,shreejicg_101hosp@yahoo.co.in,No
Shreeji Hospital,103/B  Raj Tower  Lokhandwala Complex  Next To Alika Nagar  Akruli Road  Kandivali(E),Maharashtra,Mumbai,022 - 29664969/ 29663104 / 9819077501,SHREEJIHOSPITALEMAIL@YAHOO.COM,No
Shreeji Hospital,Vama Square  Ayurvedic Cross Road  Outside Panigate  Vadodara,Gujarat,Vadodara,0265-6536536,archana.shah72@yahoo.com,No
Shreeji Hospital And Trauma Centre,Abishek Society  Opp. Ramakala Mandir,Gujarat,Vadodara,0265 - 2760599 / 2776952,shreejihospital_baroda@yahoo.com,No
Shreeyash Maternity And General Hospital New Panvel,Sector 19  Vijay Marg   Vijay Marg  New Panvel,Maharashtra,Navi Mumbai,022 - 27452139 / 27451411,shreeyashhospital@gmail.com,No
Shrey Hospitals Pvt Ltd,Near Amco Bank Stadium Circle Navranapure Â Ahmedabad - 380006,Gujarat,Ahmedabad,079 - 6445355,shreyhospitals@yahoo.co.in,Yes
Shreya Hospital,2nd Main Road Fort,Karnataka,Kolar,8152-222555,drvandanaobg@gmail.com,No
Shreya Hospital,837  Shalimar Garden Extn-I  Sahibabad,Uttar Pradesh,Ghaziabad,120-2649444/555,sptrade01@gmail.com,No
Shreya Hospital,73  3rd Main  6th Cross  Behind Icici Atm  Kengeri Satellite Town  Bangalore,Karnataka,Bengaluru,080 - 57637484 / 28482958,hospital.shreya@gmail.com,Yes
Shreyas Hospital,Plot No:286&289  Srinivasa Nagar Cly  Dr.A.S.Rao Narar  Ecil  Hyderabad  Ecil,Telangana,Hyderabad,040 - 27128628,shreyas.hospital@yahoo.com,Yes
Shreyas Hospital,Dream House Sainagar Vasai (W) - 401202,Maharashtra,Mumbai,0250 - 2337053,shreyashospital@gmail.com,Yes
Shri B D Mehta Mahavir Heart Institute,Shree Mahavir Health Campus,Gujarat,Surat,261-2462116/6595555/6596666,sbdmmch_surat@rediffmail.com,No
Shri Balaji Super Speciality Hospital,Ekta Chowk  Dubey Colony Moua,Chattisgarh,Raipur,0771 - 4241000 / 01 / 02,sbsh.raipur@gmail.com,No
Shri Balchikitsalaya,14-Aminiland Tank Road Bhandup (W)  Mumbai 400078,Maharashtra,Mumbai,022 - 25951297,k.bothra@yahoo.co.in,Yes
Shri Daya Dutt Vashist Hospital,J-34  Gangaram Vatika  Chownkandi  Tilak Nagar,Delhi,New Delhi,11-25986298/65442846/25986302,sddvhospital@gmail.com,Yes
Shri Krishna Hrudayalaya And Critical Care Centre,Tikekar Road  Congress Nagar Square  Dhantoli  Nagpur,Maharashtra,Nagpur,0712 - 2444434,shrikrishnaheart@gmail.com,No
Shri Markandey Solapur Sahakari Rugnalaya And Research Centre,Plot No. 19  New Panchha Peth  Plot No. 19  New Panchha Peth,Maharashtra,Solapur,0217 - 2722962,mssrugsol@gmail.com,No
Shri Medishine Hospital,Amlidih  New Rajendra Nagar,Chattisgarh,Raipur,4222999 / 4222909,medishine.health@gmail.com,No
Shri Moolchand Kharaiti Ram Hospital Ayurvedic Research Inst,Lajpat Nagar-Iii New Delhi,Delhi,New Delhi,011 - 42000000 / 42000421 / 42000300,tpa.moolchand@gmail.com,Yes
Shri Ram Murti Smarak Institute Of Medical Sciences,13.2 Km  Barielly-Nainital Road  Bhojipura,Uttar Pradesh,Bareilly,581-2582014-25,vineetverma@srmsims.ac.in,No
Shri Ram Singh Hospital Heart Institute,B-25 26-A  East Krishna Nagar  Swarn Cinema Road  Delhi,Delhi,New Delhi,011 - 22003244/22098463/9311101768 / 9811100764,srshhi@gmail.com,Yes
Shri Sai Hospital,Plot # Ds/2  Behind Geological Survey Of India,Bihar,Patna,2360236/37,shrisaihospitalpatna@gmail.com,No
Shri Samarth Hospital,227  Rasta Peth  Omkar Appartment  Karande Chowk,Maharashtra,Pune,020 - 26128345 / 9373053803,skalashetti@yahoo.com,No
Shridevi Hospital,Ist Cross M.G. Road,Karnataka,Tumkur,0816 - 2274963 / 2273610,sdrc2005@indiatimes.com,No
Shrikhande Hospital And Research Centre,34/2 Abhyankar Road  Ramkrishna Math Dhontoli,Maharashtra,Nagpur,712-2420124,contactshrikhande@gmail.com,No
Shriniwas Hospital,Plot # L.C.5a  Sector 21  Yamunanagar,Maharashtra,Pune,020 - 27660713 / 27660870,dr.tanujajoshi@gmail.com,No
Shubh Hospital,A-35   Vidhyut Nagar  Ajmer Road,Rajasthan,Jaipur,0141 - 2245987 / 2351529 / 2359223,shubhhospital@gmail.com,No
Shubham Hospital,Dd-15 Kalkaji (Near Main Post Office) New Delhi - 110019,Delhi,New Delhi,011 - 26439867 / 26437885 / 26419895,hospitalshubhamtpa@gmail.com,Yes
Shubhechha Multispeciality Hospital (No cashless for NIC),Log-412  Shrinagar Society,Gujarat,Vadodara,0265 - 2356212,SHUBHECHHAHOSPITAL@GMAIL.COM,No
Shushrusha Heart Care Centre And Speciality Hospital,Sector Six  Palam Beech  Nerul,Maharashtra,Mumbai,022-27700273/74/75/76,hospitalshushrusha@gmail.com,Yes
Shushrusha Hospital,B B Road Yelahanka  Bangaloer 560064,Karnataka,Bengaluru,080 - 28460057,insurance.shushrushahospital@gmail.com,Yes
Shushrusha Nursing Home,Cbs Road  Near Mahaveer Circle  Gangavathi  Koppal Dist,Karnataka,Gangavati,08533 - 270978,drvvc2000@yahoo.co.uk,No
Shusrusha Nursing Home Pvt Ltd,P-290  Cit Scheme - Vi M  U.C. Banerjee Road ,West Bengal,Kolkata,033 - 2362-8863 / 8430 / 23648910 / 32901609,shusrusha@yahoo.in,Yes
Sidana Hospital,K.C Road Barnala,Punjab,BARNALA,1679-230811/ 230810,sidanahospital@yahoo.co.in,No
Siddaramanna Hospital,Opp. Railway Station Gandhi Nagar Tumkur - 572102  Gandhi Nagar Tumkur,Karnataka,Tumkur,0816 - 2275557 / 2270278,drrajashekarks@gmail.com,No
Siddhartha Hospital,34-1-20  Kakinada,Andhra Pradesh,Kakinada,0884 - 2382222,venkatesh_mootha@yahoo.com,No
Siddhi Nursing Home,16/21  Anand Nagar  Near Vakola Police Station  Santacruz East  Mumbai,Maharashtra,Mumbai,6685746147,SIDDHIHOSPITAL93@GMAIL.COM,Yes
Siddi Vinayak Hospital,Near Jaladhara Park  Balvatica -Kankaria Road  Maninagar,Gujarat,Ahmedabad,079 - 25471025 / 25465128,Nishi.purani@svhcare.com,Yes
Sidvin Hospital Pvt Ltd,1031  20th Main 5th Block  Rajajinagar,Karnataka,Bengaluru,80-23505566,sidvin.hospital@gmail.com,No
Sigma Hospital,22-4/1 Apiic Colony  Ida Jeedimetla Hyd-55,Telangana,Hyderabad,23090503,SIGMA.JDI@GMAIL.COM,Yes
Simhadri Hospital,15-12-1  Krishna Nagar  Maharani Peta  Near Collectorate  Maharani Peta,Andhra Pradesh,Visakhapatnam,0891 - 2784545 / 2784646 / 2784848 / 2784949,simhadrihospital@gmail.com,No
Simhans Hospital,#551 - Civil Judges Lane,Uttar Pradesh,Raebareli,0532 - 2208571 / 2205566,simhanshospital@yahoo.co.in,No
Sindhura Hospitals,Near Mp Office  Srikakulam,Andhra Pradesh,Srikakulam,08942 - 228183,sindhu.hospital@yahoo.com,No
Singh Medicare Pvt Ltd,263/3 G. T. Road(South),West Bengal,Howrah,033 - 26782283,singhmedicareinstitute@yahoo.in,No
Singhal Hospital,C-40  Street No-9  Near Desu Office  Manglapuri  Sadh Nagar  Palam,Delhi,New Delhi,25055191/57014,singhalhospital2002@gmail.com,Yes
Sir Ganga Ram Hospital,Sri Ganga Ram Hospital Marg  Old Rajinder Nagar ,Delhi,New Delhi,11- 42251003 / 25750000 / 42254000,tpa.helpdesk@sgrh.com,Yes
Sirinoble Hospitals,44-16- G 45  Sunkesula Road  Kurnool  Kurnool,Andhra Pradesh,Kurnool,08518 - 222622,dvr_ramana@yahoo.co.in,No
Sitaram Bhartia Institute Of Science And Research,B-16 Mehrauli Institutional Area New Delhi - 110016,Delhi,New Delhi,011 - 42111111 / 26867435 / 26867436,tpa@sitarambhartia.org,No
Siva Sakthi Nursing Home,No.7  Venkateshwara Lane  Anna Nedum Pathai Market,Tamil Nadu,Chennai,044 - 2361551123615520,sivasakthinursinghome@gmail.com,No
Six Sigma Hospital,Sadguru S  Opp. Water Tank  Mahatma Nagar,Maharashtra,Nashik,0253 - 660566,tpa@sixsigmamedicare.com,No
Sks Hospital,959  Tvs Colony  Anna Nagar West Extension,Tamil Nadu,Chennai,044 - 26544746,skshospitalche959@yahoo.com,No
Smrc V M Salgaocar Hospital,Off Airport Road  Chicalim  Mormugao,Goa,Chicalim,832-6691919/2540083/2540218,smrc@smrcgoa.org,No
Sms Hospital,128/75-K  Salai Road  Jayanthi Bus Stop,Tamil Nadu,Trichy,431-2760480/  975091333,DR.SMSDURAISAMY@GMAIL.COM,No
Smt Paarvati Devi Hospital,A-Block  Ranjit Avenue,Punjab,Amritsar,0183 - 5096601 / 3256570,rps2210@yahoo.com,Yes
Smt Sushilaben Mehta And Sir Kikabhai Premchand Cardiac Institute,Plot No. 96  Road No.31  Near Ganmdhi Market  Sion East,Maharashtra,Mumbai,022 - 24035454 / 59,tpa@srmkpcardiac.com,Yes
Snekaram Hospital,5-1 Venkateswara Layout  Lic Colony Selvapuram,Tamil Nadu,Coimbatore,422-2341552 / 2342553,snekaramhospital@gmail.com,No
Sodhi Nursing Home And Ent Hospital,455  Bhera Enclave  Paschim Vihar  New Delhi,Delhi,New Delhi,011 - 25266166 / 9818276865 / 9818051320,snhent@rediffmail.com,Yes
Soham Hospital And Medical Foundation Pvt Ltd,3rd Floor  Suyojit Sankul  Near Rajiv Gandhi Bhavan  Sharandar Road,Maharashtra,Nashik,0253 - 2314661,soham.hospital@gmail.com,No
Solanki Hospital,10-Ram Kutir  Ashok Circle  Alwar,Rajasthan,Alwar,0144 - 2700400 / 2336000,solankitpa@gmail.com,No
Somayaji Hospital,P O Jodumarga  B C Road,Karnataka,Bantwal,08255 - 232268 / 231427,dnooli@hotmail.com,No
Sonam Hospital And Urology Centre,Nr Bus Station  Doctor House  Sidhpur  Dist : Patan,Gujarat,Sidhpur,02767 - 223332 / 221086 / 09825060099,sonamhospital@yahoo.com,No
Soni Hospital,38  Kanota Bagh  J L N Marg  Jaipur,Rajasthan,Jaipur,0141 - 2562028 / 2571122,sonihospital@sonihospitals.com,Yes
Sonia Hospital,1  Gulshan Park  Main Rohtak Road  Nangloi  Delhi,Delhi,New Delhi,011 - 30777777,cygnusmedicare@gmail.com,Yes
Sonone Surgical Hospital,Saverkar Nagar  Near Dound College  Dist Pune,Maharashtra,Daund,02117 - 262021,sononehospital@gmail.com,No
Sooriya Hospital,No.1  Arunachalam Road  Saligramam,Tamil Nadu,Chennai,044 - 2376175123763890,sooriyainsurance@gmail.com,Yes
Soukhyada Hospital,1st Main Road  Nijal Ingappa Layout  Davanagere,Karnataka,Davanagere,8192-225624,admin.davanageri@soukhyada.com,No
Soumiya Hospital,Kannarpalayam  Karamadai,Tamil Nadu,Coimbatore,4254-272212,sowmiclinic@yahoo.co.in,No
Soundarapandian Bone Joint Hospital Ri Pvt Ltd,Aa-16  3rd Main Road  Annanagar,Tamil Nadu,Chennai,044 - 42066667 / 43407363/,insurance.sbjh@gmail.com,Yes
South City Hospital,53/1(45)  Shalini Susheela Road  Lalbagh Upparahalli  Bangalore,Karnataka,Bengaluru,080 - 26572222,info@southcityhospital.com,Yes
Sowmya Childrens Hospital,375/2rt  Lane No:23  Behind Axis Bank  Sr Nagar  Hyderabad,Telangana,Hyderabad,40-44253545,schmanagerhyd@gmail.com,Yes
Spandan Advance Medical Pvt Ltd,At Rabindra Nazar,West Bengal,Medinipur,3222-267212,narayan.spandan@gmail.com,No
Spandan Heart Institute And Research Center,31  Off Chitle Marg Behind Hitvada Press Dhantoli,Maharashtra,Nagpur,0712 - 2443333 / 2443003,spgodse@yahoo.co.in,No
Spandana Meternity And General Hospital,Manglore Road  Karkala,Karnataka,Karkala,08258 - 232227,nagarathnaksrao@yahoo.co.in,No
Spark Health Clinical Services Pvt Ltd,Plot No:2&3  Beside Axis Bank  Peerzadiguda  Uppal,Telangana,Hyderabad,40-27206777/621,sparkhospitals11@gmail.com,Yes
Sparsh Hospital And Critical Care,A/407  Sahid Nagar  Bhubaneswar,Odisha,Bhubaneswar,0674 - 2540188,tpacorporate@sparshhospitals.com,No
Sparsh Multispeciality Hospital And Iccu,1st Sloor  Sudama Arcade  R P Road  Tilak Nagar  Dombivali(E),Maharashtra,Thane,251-2448044,sparshhospital12@gmail.com,Yes
Sparsh Urology And Kidney Hospital,#35  Balraj Marg  Near B-Algo Showroom  Dhantoli  Nagpur,Maharashtra,Nagpur,0712 - 2554868 / 2421311,spkolte5@gmail.com,No
Spm Hospital Research And Trauma Centre,C-46-56  Opposite Kalyanpur Police Station  G T Road  Kalyanpur,Uttar Pradesh,Kanpur,8090001631 / 32,spmhospital07@gmail.com,No
Spring Meadows Hospital Pvt Ltd,F-44  East Of Kailash  New Delhi,Delhi,New Delhi,011 - 26292816 / 18,tpa@springmeadowshospital.com,No
Springleaf Health Care Pvt ltd,#60/3  Konapana Agrahara  Opp. Infosys Convention Centre  Hosur Main Road  Electronics City.,Karnataka,Bengaluru,080 - 67345000 / 67345001 / 67345002,apollo.ecity@gmail.com,Yes
Spt Hospitals,50  Vivekananda Road Opp. To Indusind Bank,Tamil Nadu,Coimbatore,422-2232525/ 4380543,carespthospital@gmail.com,Yes
Spurthy Hospital,#22  1st Main  Chocolate Factory Road  Tavarekere,Karnataka,Bengaluru,080 - 26844042 / 32917679,drprakashreddy@yahoo.co.in,No
Sravani Hospital,Old Bank Road  Kothapet,Andhra Pradesh,Guntur,0863 - 2233622 / 2217842,sravaniteja2002@gmail.com,No
Sree Abhirami Hospitalp Ltd,33 Madukkarai Road Sundarapuram Coimbatore,Tamil Nadu,Coimbatore,0422 - 2672972 / 2674999 / 2673277,abiramihospital@gmail.com,No
Sree Abishek Hospital,Plot No. 1  Raju Gardens   Thadagam Road  Near Tvs Bus Stand,Tamil Nadu,Coimbatore,0422 - 2403030,drnmohan@hotmail.com,No
Sree Gokulam Medical College And Research Foundation,Karinchathi Road Venjaramoodu Thiruvananthapuram-695607  Venjaramoodu,Kerala,Thiruvananthapuram,0472 - 3041000 / 3041244 / 2875246,insurance@sgmc.in,No
Sree Narayana Institute Of Medical Science,Chalakka  N. Kuthathdde,Kerala,Ernakulam-Cochin,484-2479199/ 2573023,insurance@snims.org,No
Sree Raam Nursing Home,4(277)  Nggo Colony,Tamil Nadu,Coimbatore,0422 2642933,sreeraamnh@gmail.com,Yes
Sree Renga Nursing Home,No 12  Varadha Reddy Street Vedachala Nagar,Tamil Nadu,Chengalpattu,044 - 27432240 / 27431544,sreerengahospital@gmail.com,No
Sree Sanjeevini Hospital,Opp. St/ Ksrtc Bus Stand Jayanagar,,,8193-227891,drramachandrappa@yahoo.in,No
Sree Saran Medical Center,Poyam Palayam Bus Stop P.N Road,Tamil Nadu,Tirupur,421-2485455/ 2486455,insurance@ssmchospital.com,No
Sree Sudheendra Medical Mission,Chitoor Road  Ernakulm,Kerala,Ernakulam-Cochin,0484 - 2354139 / 2382390 / 2382457,sreesudheendra@yahoo.co.in,No
Sreshta Orange Hospital,3-8-264/1  02 264/2 Sy No 58.58/A  Chandrapuri Coloni  Opp;Vijaya Laxmi Theater  R.R.Dist,Telangana,Hyderabad,040 - 24113111,orange.tpa@gmail.com,Yes
Sri Aurobindo Institute Of Medical Sciences,Indore-Ujjain State Highway  Sanwer Road  Indore,Madhya Pradesh,Indore,0731 - 4231000 / 4231216 / 9993-102-102,rajeev.singh87@yahoo.com,Yes
Sri Bala Medical Centre And Hospital,901  Trichy Road  Ramanathapuram   Coimbatore,Tamil Nadu,Coimbatore,0422 - 2323333 / 2323456 / 2316572,sribalahospital@yahoo.in,No
Sri Balaji Action Medical Institute,Fc-34  A-4  Paschim Vihar,Delhi,New Delhi,011 - 42888888 / 4566666,jain.amit@actioncancerhospital.com,Yes
Sri Balaji Ent And Meternity Clinic,#29  (New No. 59)  Sadayappan Street  Saidapet,Tamil Nadu,Chennai,044 - 23813311 / 23812211 / 9444082011,BHAVANIFORCLINIC@GMAIL.COM,No
Sri Balaji Hospital,36  Bricklin Road  Otteri,Tamil Nadu,Chennai,044 - 2662111 / 26623111,drnjothibasu@rediffmail.com,Yes
Sri Balaji Hospitals,314  Pollachi Main Road  Sundarapuram  Coimbatore - 641024,Tamil Nadu,Coimbatore,0422 - 2673788 / 2670288,balajihospital2005@gmail.com,Yes
Sri Basaveshwara Hospital,Opp Raghavendra Swamy Mutt  Tilak Nagar 1 St Cross  Tilak Nagar 1 St Cross,Karnataka,Shimoga,08182 - 220535,drysm61@gmail.com,No
Sri Bharathi Nursing Home,50  Sastri Nagar  50  Sastri Nagar,Tamil Nadu,Salem,0427 - 2272211 / 2270003,kvnrajan@yahoo.co.in,No
Sri Chakra Multispeciality Hospital,No.-1 Civil Aviation Colony 100 Feet Road Nanganallur,Tamil Nadu,Chennai,44-22247791 / 92,insurance@srichakrahospital.org,No
Sri Devi Hospital,1620-A16th Main Road Anna Nagar (West),Tamil Nadu,Chennai,044 - 26161959,sridevi.hospital@yahoo.co.in,No
Sri Devi Nursing Home,A G K Road   Voder Hobli,Karnataka,Kundapura,08254 - 230066 / 231022,sridevinh@yahoo.com,No
Sri Gokulam Hospital,3/60 Meyyanur Road,Tamil Nadu,Salem,0427 - 2448171 /76,admin@srigokulamhospital.com,Yes
Sri Guru Harikrishan Sahib Eye Hospital Trust,(Opp. Sri Gurdwara Gur Shabad Prakash  Akal Ashram  Sohana)Sec 77  Mohali – 140 308,Punjab,Mohali,0160 - 5004885 / 5004624 / 5004613 / 617 / 5004621,tpasohana@gmail.com,Yes
Sri Guru Ram Das Institute Of Medical Sciences And Research,Vallah Mehta Road,Punjab,Amritsar,0183-2870330,sgrd2010@gmail.com,Yes
Sri Guru Ram Dass Charitable Hospital,Near Gurudwara Shaheedan  Circular Road,Punjab,Amritsar,2553668/9814668927,Sgrd2009@Yahoo.In,No
Sri Hospitals,# 2-24-8  Srinagar,Andhra Pradesh,Kakinada,0884 - 2348181,nunnanr@rediffmail.com,No
Sri Jayadeva Institute Of Cardiovascular Sciences And Research,Jayanagar 9th Block  Bannerghatta Road  Bangalore - 560069,Karnataka,Bengaluru,080 - 22977314,insurance.sjic@gmail.com,Yes
Sri Kavery Medical Care,No.199  Luz Church Road  Mylapore  Chennai,Tamil Nadu,Chennai,44-40006000,corpexecutive@kauveryhospital.com,Yes
Sri Krishna Hospital,BELTHANGADY TALUK,Karnataka,Belthangadi,275300,SK.HOSPITAL@HOTMAIL.COM,No
Sri Krishna Orthopedic Centre And Nursing Home,A2ad Road  Shimoga,Karnataka,Thirtahalli,8181-228631,balagarsundresh@gmail.com,No
Sri Kumaran Hospital,774  P N Road  Near New Bus Stand  Tirupur  Tamil Nadu,Tamil Nadu,Tirupur,0421 - 2478787,insurance@srikumaranhospital.org,Yes
Sri Kumaran Multi Speciality Hospital,No. 532  Suryanarayana St. Roya Puram,Tamil Nadu,Chennai,44-25960206/65182015,srikumarancare@gmail.com,Yes
Sri Lakshmi Medical Centre And Hospital,18/121  Mettupalayam Road  Behind Indian Bank  Thudiyalur  Coimbatore.,Tamil Nadu,Coimbatore,"2644133, 2644233",srilakshmi@smch.in,Yes
Sri Lakshmi Multi Speciality Hospital,#127/1 Sri Gandhanda Kaval  Sunkadakatte Viswaneedam Post  Magadi Main Road,Karnataka,Bengaluru,080 23588311/12/15/17,srilakshmihospital2010@gmail.com,No
Sri Lakshmi Super Speciality Hospital,3rd Main Road Old Extention Kr Puram,Karnataka,Bengaluru,80-25617799/25615599,cashlessk@yahoo.com,No
Sri Manjunatha Hospital,Main Road  Kundapura  Udupi Dist,Karnataka,Kundapura,08254 - 230515 / 234764,srimanjunathahospital@yahoo.com,No
Sri Maruthi Hospital,# 50 Kondappa Garden  Kogilu Road  Maruthi Nagar  Yelahanka  Bangalore,Karnataka,Bengaluru,080 - 28462526 / 25984923,srimaruthihospital@rediffmail.com,Yes
Sri Matha Hospital,Sri Matha Hospital Church road Near Chinmayi hospital Kundapur,Karnataka,Kundapura,08254-234856/234846,,No
Sri Meenakshi Nursing Home Pvt Ltd,Old No. 3a  Baroda Street  West Mambalam,Tamil Nadu,Chennai,044 - 23455290 / 24720292,smnh33@gmail.com,Yes
Sri Narayani Hospital And Research Centre,Thirumalaikodi  Sripuram,Tamil Nadu,Vellore,2206300/338/340,insurance@snhrc.org,No
Sri Narmada Hospital,Gandhi Nagar New Baakaram,Telangana,Hyderabad,40-27619416,narmadhahospital@gmail.com,Yes
Sri Rajan Ortho Hospital,No.64 Old 29b T.B. Road Mahaboopalayam,Tamil Nadu,Madurai,4252-2300534,srirajanorthohospital@gmail.com,No
Sri Rajarajeshwari Hospital,Block No 11  Near Patrika Bhavan Industrial Estate,Karnataka,Madikeri,8272-220171 / 220191 / 221529,rajarajeshwarihospital@gmail.com,No
Sri Ram Hospital And Research Centre Private Limited,West Of Rajendra Nagar  Kankarbagh  Over Bridge,Bihar,Patna,0612 - 2345344 / 6944450 / 6454347,sriramhospitalpatna@gmail.com,No
Sri Ramachandra College And Medical Institute,No1  Ramachandranagar  Porur,Tamil Nadu,Chennai,044 - 24762005,insurance@sriramachandra.edu.in,Yes
Sri Ramadas Hospitals,78/8-7  Gandhipuram,Andhra Pradesh,Rajahmundry,0883 - 2472217,sriramadashospitals@gmail.com,No
Sri Ramakrishna Nursing Home,757/35  8th Main  P J Extention  Davangere,Karnataka,Davanagere,08192 - 234286,srknh89@gmail.com,No
Sri Ranga Hospital,no.6 chokkalingam street mandavell chennai,Tamil Nadu,Chennai,4424937060,SRIRANGAHOSPITAL@YAHOO.COM,Yes
Sri Sai Hospital,Loco Bridge   Delhi Road,Uttar Pradesh,Moradabad,0591 - 2480719 / 720,srisaihospital@rediffmail.com,No
Sri Sai Hospitals,Arundelpet  Arundelpet,Andhra Pradesh,Guntur,0863 - 2234963,srisaihospitals7@gmail.com,No
Sri Sai Krupa Hospital,Near Jajee Kalyan Mantap  Behind Nekrtc Central Office  Public Garden Road  Gulbarga-585102,Karnataka,Kalaburagi,08472 - 272107 / 272688,meghashivar@yahoo.com,No
Sri Sai Raghavendra Super Spl Hospitals,8-6-19/1  Gandhi Nagar  Ontimamnidi Junction  Kakinada,Andhra Pradesh,Kakinada,0884 - 2364772,doctorsatyam@rediffmail.com,No
Sri Sai Ram Hospital,9-1-34/30/73/1  Langer House  Bapu Nagar,Telangana,Hyderabad,040 - 23510737,srisairamhospital.24hrs@gmail.com,Yes
Sri Sai Ram Hospital,# 6  J.C Industrial Area  Yelachenahalli Near Metro Kanakpura Main Road,Karnataka,Bengaluru,80-26860160/157/159,drvivekshetty2010@gmail.com,Yes
Sri Sai Srinivasa Speciality Hospital,#3-5-1082/A  Jaiswal Lane  Narayanguda  Hyderabad  Narayanaguda,Telangana,Hyderabad,040 - 23223872,venugopal.sshospital@gmail.com,Yes
Sri Shankara Cancer Hospital And Research Centre.,1st Cross  Shankarapuram  Basavangudi,Karnataka,Bengaluru,80-26610150 / 26610151,SCH.IDESK@GMAIL.COM,Yes
Sri Sri Holistic Hospital,1-2-49/138 Hydernegar  Kukatpally,Telangana,Hyderabad,44108108,SriSriHolisticins@gmail.com,Yes
Sri Srinivasa Hospital,H. No. 17-1-380/E/28&32  C.E Colony  Saidabad  Santosh Nagar,Telangana,Hyderabad,040 - 24530557 / 24534589,marthalahospitals@yahoo.co.in,Yes
Sri Surya Nursing Home,12-31/2  Jettytank Road  Kodigattu  Palakollu,Andhra Pradesh,West Godavari,8814-225451,srisuryapalakol@gmail.com,No
Sri Venkateshwara Hospital,No.86  Hosur Main Road  Madiwala  Bangalore,Karnataka,Bengaluru,080-40416789 / 41508702,srivenkata_6@hotmail.com,No
Sri Venkateshwaras C M Hospital,No. 1  47th Street  5th Main Road  Nanganallur,Tamil Nadu,Chennai,044 - 22243002/ 22247621,svcmhospital@gmail.com,Yes
Sri Venkateswara Orthopaedic Speciality Hospital,Plot No . 5  Chandran Nagar   Chrompet,Tamil Nadu,Chennai,044 - 22411555 / 22380500,vsmalau@yahoo.co.in,No
Sri Vignesh Hospital,Opp Sai Baba Temple  T.K.Street  Tirupati  Tirupati,Andhra Pradesh,Tirupati,0877 - 2227544,csrikanth_ms@yahoo.co.in,No
Srijan Vatsalya Hospital Pvt Ltd,8/1/6  Elgin Road  Civil Lines,Uttar Pradesh,Allahabad,0532 - 2605050 / 2403535 / 2409090,info@srijanhospital.com,No
Srijoni Healing Home,56  Hemachandra Naskar Road Beliaghata,West Bengal,Kolkata,033 - 23720038,srijonihealinghome@gmail.com,Yes
